date,temp_max,temp_min,wind_speed,pressure,dew_point,relative_humidity,pm25
2023-02-15,24.1,10.7,3.6,959.6,8.4,57.0,83.0
2023-02-16,26.7,12.8,3.8,961.7,9.4,54.0,82.0
2023-02-17,28.1,14.4,4.9,962.5,10.4,54.0,98.0
2023-02-18,28.6,15.4,5.6,962.0,9.0,49.0,94.0
2023-02-19,28.5,15.0,6.1,960.8,10.5,54.0,89.0
2023-02-20,27.3,14.7,5.5,959.9,12.0,61.0,96.0
2023-02-21,28.0,14.2,5.4,959.4,13.4,65.0,121.0
2023-02-22,26.2,15.3,6.1,957.8,13.1,63.0,112.0
2023-02-23,27.6,13.3,5.4,958.2,10.7,57.0,88.0
2023-02-24,26.2,13.2,6.6,961.5,11.2,61.0,84.0
2023-02-25,25.2,14.1,6.6,964.5,11.7,61.0,112.0
2023-02-26,25.6,14.9,5.1,965.2,11.4,64.0,97.0
2023-02-27,25.9,14.3,5.1,964.1,10.3,58.0,80.0
2023-02-28,25.9,14.5,5.3,964.2,12.2,63.0,111.0
2023-03-01,27.7,15.1,5.8,964.6,11.7,59.0,121.0
2023-03-02,27.8,15.1,6.3,964.1,12.6,60.0,111.0
2023-03-03,26.5,15.2,7.1,964.1,14.7,69.0,108.0
2023-03-04,27.1,15.7,4.8,964.2,14.6,67.0,107.0
2023-03-05,29.3,15.9,6.3,962.7,13.4,59.0,95.0
2023-03-06,29.2,15.0,5.6,961.0,11.2,53.0,78.0
2023-03-07,28.5,14.9,6.6,962.4,8.6,45.0,60.0
2023-03-08,25.0,14.2,5.9,964.2,11.2,61.0,87.0
2023-03-09,27.9,14.1,6.4,962.8,9.2,50.0,83.0
2023-03-10,28.9,14.3,5.4,962.0,8.5,47.0,63.0
2023-03-11,28.9,15.1,5.2,962.6,9.3,48.0,82.0
2023-03-12,29.3,15.5,6.4,961.9,10.5,49.0,106.0
2023-03-13,29.8,16.5,5.1,960.2,12.0,53.0,109.0
2023-03-14,28.0,16.1,5.2,957.7,12.0,57.0,106.0
2023-03-15,27.9,16.1,5.1,957.7,10.5,50.0,92.67
2023-03-16,28.3,17.0,5.5,960.1,11.4,52.0,79.33
2023-03-17,25.2,14.4,3.8,960.5,14.0,70.0,66.0
2023-03-18,26.6,15.7,5.3,958.8,14.4,69.0,52.67
2023-03-19,23.9,15.4,4.6,957.5,15.0,76.0,39.33
2023-03-20,21.9,16.0,3.0,956.5,15.7,86.0,26.0
2023-03-21,22.3,12.8,3.6,956.8,14.6,80.0,20.0
2023-03-22,24.7,13.8,6.4,955.4,12.4,67.0,26.0
2023-03-23,24.9,13.7,6.5,955.7,13.0,64.0,39.0
2023-03-24,26.6,16.2,5.8,957.7,12.9,62.0,52.0
2023-03-25,27.1,16.3,6.3,958.5,13.3,61.0,64.0
2023-03-26,29.1,15.5,8.6,956.0,9.4,45.0,53.0
2023-03-27,27.8,16.2,5.9,955.7,9.2,45.0,55.0
2023-03-28,29.2,15.5,6.0,956.9,9.0,46.0,53.0
2023-03-29,29.1,16.7,5.9,957.8,9.2,43.0,69.0
2023-03-30,28.8,17.0,6.7,956.1,10.2,45.0,97.0
2023-03-31,27.4,15.5,7.0,957.6,15.6,74.0,85.0
2023-04-01,25.1,14.6,4.5,956.4,14.0,70.0,48.0
2023-04-02,24.3,14.9,6.3,954.1,12.9,68.0,38.0
2023-04-03,26.0,15.2,5.4,954.1,13.6,63.0,42.0
2023-04-04,28.7,16.2,6.9,955.3,13.5,60.0,47.0
2023-04-05,28.9,16.7,6.0,955.4,10.9,48.0,41.0
2023-04-06,29.9,16.3,6.4,957.7,10.6,47.0,58.0
2023-04-07,30.1,17.2,5.8,959.9,10.1,43.0,62.0
2023-04-08,30.5,17.0,5.9,961.4,11.0,45.0,66.0
2023-04-09,32.1,18.0,8.5,960.0,7.9,35.0,70.0
2023-04-10,31.7,17.5,6.6,958.1,7.8,35.0,74.0
2023-04-11,31.9,18.3,5.6,958.1,9.3,38.0,110.0
2023-04-12,32.4,18.0,6.3,957.2,11.3,41.0,118.0
2023-04-13,32.9,18.9,6.2,956.3,11.4,39.0,109.0
2023-04-14,33.0,20.3,6.2,957.0,13.2,43.0,116.0
2023-04-15,33.4,22.2,6.9,957.3,14.2,45.0,116.0
2023-04-16,34.9,19.6,7.1,954.8,10.8,37.0,115.0
2023-04-17,35.7,20.2,6.4,955.3,10.8,35.0,176.0
2023-04-18,36.9,21.1,7.1,955.6,9.5,32.0,173.0
2023-04-19,36.2,21.4,6.5,951.5,10.5,33.0,177.0
2023-04-20,34.0,21.3,7.5,950.3,12.2,39.0,170.0
2023-04-21,33.2,19.3,6.5,952.2,11.5,42.0,173.0
2023-04-22,32.2,19.3,7.3,953.2,8.7,36.0,159.0
2023-04-23,30.3,19.2,8.4,956.7,12.2,47.0,161.0
2023-04-24,29.4,17.2,5.5,960.1,13.2,60.0,148.0
2023-04-25,29.6,17.5,4.8,959.1,12.7,52.0,129.0
2023-04-26,30.6,18.0,5.9,956.9,11.9,46.0,145.0
2023-04-27,30.6,18.8,5.2,957.3,13.2,50.0,165.0
2023-04-28,31.6,20.0,6.5,956.6,12.8,47.0,179.0
2023-04-29,30.4,21.5,5.3,956.4,14.3,50.0,158.0
2023-04-30,28.0,20.0,4.8,956.3,17.5,70.0,165.0
2023-05-01,25.2,18.6,3.3,957.6,16.1,70.0,134.0
2023-05-02,25.7,18.5,3.9,958.0,16.1,68.0,130.0
2023-05-03,29.7,20.6,3.5,958.3,16.9,65.0,106.0
2023-05-04,26.8,18.2,5.2,957.1,16.5,68.0,114.0
2023-05-05,29.5,19.1,6.9,954.4,15.6,59.0,111.0
2023-05-06,31.7,20.3,6.2,953.0,14.5,49.0,109.0
2023-05-07,33.1,21.2,6.4,952.9,14.4,48.0,128.0
2023-05-08,34.2,19.8,7.3,953.8,11.3,36.0,138.0
2023-05-09,34.2,20.2,7.9,953.3,9.0,33.0,136.0
2023-05-10,34.0,19.0,7.2,953.9,8.6,33.0,142.0
2023-05-11,34.0,19.0,6.4,956.0,6.7,29.0,144.0
2023-05-12,34.1,19.5,6.2,956.4,11.5,37.0,159.0
2023-05-13,33.6,21.6,5.9,955.6,16.3,52.0,155.0
2023-05-14,34.2,22.1,6.6,951.8,15.5,48.0,146.0
2023-05-15,32.6,22.2,5.5,952.1,16.8,55.0,110.0
2023-05-16,29.2,21.4,4.2,954.0,17.7,61.0,128.0
2023-05-17,32.5,21.0,6.2,956.6,18.8,66.0,131.0
2023-05-18,30.6,21.2,4.6,956.5,19.4,67.0,124.0
2023-05-19,32.1,22.1,6.3,954.3,17.4,57.0,119.0
2023-05-20,31.6,21.3,4.4,953.9,18.3,63.0,107.0
2023-05-21,31.1,22.8,5.2,955.8,17.6,57.0,132.0
2023-05-22,33.0,22.6,6.9,956.9,18.7,60.0,140.0
2023-05-23,29.5,21.7,5.9,956.5,20.9,76.0,127.0
2023-05-24,30.6,21.5,4.7,955.3,20.0,72.0,102.0
2023-05-25,29.5,21.5,5.2,954.4,18.8,66.0,83.0
2023-05-26,28.5,20.1,4.4,955.5,19.4,73.0,80.0
2023-05-27,29.4,19.7,3.6,955.3,19.2,75.0,50.0
2023-05-28,29.4,20.5,4.1,956.9,19.0,70.0,51.0
2023-05-29,31.7,22.3,4.3,957.8,19.0,62.0,60.0
2023-05-30,34.4,23.6,5.9,956.1,16.3,48.0,65.0
2023-05-31,36.0,23.4,8.6,954.1,14.4,39.0,65.0
2023-06-01,35.9,22.1,7.3,952.1,13.2,38.0,78.0
2023-06-02,35.6,23.1,6.2,952.2,15.1,43.0,75.0
2023-06-03,36.1,21.3,6.0,953.6,12.4,35.0,75.0
2023-06-04,35.7,22.8,5.5,953.1,14.2,40.0,70.0
2023-06-05,35.8,23.2,6.5,952.9,15.8,45.0,78.0
2023-06-06,36.3,24.5,5.6,951.8,17.0,47.0,77.0
2023-06-07,36.8,24.0,5.0,951.5,15.9,42.0,70.0
2023-06-08,37.6,25.7,5.5,950.7,15.8,40.0,75.0
2023-06-09,37.6,25.5,6.8,949.3,18.0,46.0,76.0
2023-06-10,35.6,24.3,6.3,948.9,20.6,58.0,61.0
2023-06-11,33.7,25.1,6.1,948.0,22.2,66.0,62.0
2023-06-12,32.3,23.5,4.4,948.7,23.1,76.0,69.0
2023-06-13,31.6,24.3,4.6,947.1,22.7,74.0,59.0
2023-06-14,31.5,24.5,4.4,947.0,22.8,74.0,58.0
2023-06-15,34.5,25.9,6.3,947.1,21.8,62.0,69.0
2023-06-16,34.8,25.5,7.2,948.2,20.9,58.0,65.23
2023-06-17,35.4,25.1,5.4,950.3,22.6,64.0,61.46
2023-06-18,33.0,24.5,5.3,951.1,24.1,77.0,57.69
2023-06-19,33.3,23.7,5.5,950.4,23.8,77.0,53.92
2023-06-20,33.3,24.4,4.7,950.8,23.8,77.0,50.15
2023-06-21,31.8,23.8,5.1,951.4,24.2,80.0,46.38
2023-06-22,31.5,24.3,5.2,951.9,24.5,83.0,42.62
2023-06-23,31.8,25.6,5.3,952.0,24.4,82.0,38.85
2023-06-24,30.6,24.6,6.2,951.6,24.1,82.0,35.08
2023-06-25,31.2,25.2,5.1,951.8,23.9,79.0,31.31
2023-06-26,31.6,24.8,6.5,951.5,23.6,76.0,27.54
2023-06-27,31.1,24.8,10.2,951.8,23.2,77.0,23.77
2023-06-28,30.3,24.5,8.9,952.8,23.0,79.0,20.0
2023-06-29,30.6,23.6,15.3,951.9,22.5,78.0,28.0
2023-06-30,28.7,23.8,8.1,951.6,23.5,89.0,24.0
2023-07-01,28.2,24.0,6.9,952.1,23.5,89.0,26.0
2023-07-02,30.9,23.1,5.7,951.5,23.7,86.0,36.0
2023-07-03,29.2,24.2,7.3,951.5,24.1,89.0,29.0
2023-07-04,30.6,24.3,7.0,951.3,23.7,82.0,41.0
2023-07-05,29.9,23.9,5.6,951.2,23.2,83.0,40.0
2023-07-06,30.6,24.3,5.2,952.5,23.8,80.0,36.0
2023-07-07,30.5,24.6,11.3,953.4,23.5,78.0,25.0
2023-07-08,30.9,24.7,9.0,954.2,23.7,79.0,30.0
2023-07-09,31.4,25.1,6.9,953.1,23.8,78.0,24.0
2023-07-10,31.5,25.0,6.4,952.4,24.4,81.0,44.0
2023-07-11,31.5,24.4,5.9,952.1,24.3,82.0,55.0
2023-07-12,29.6,23.5,5.7,952.5,24.5,87.0,56.0
2023-07-13,29.2,23.9,3.4,952.5,24.4,88.0,38.0
2023-07-14,29.7,24.2,4.7,952.8,24.4,90.0,46.0
2023-07-15,29.9,24.1,6.8,952.4,24.0,85.0,42.0
2023-07-16,29.6,24.9,5.3,952.0,24.1,84.0,39.0
2023-07-17,29.1,24.9,8.2,951.6,23.4,81.0,29.0
2023-07-18,28.9,24.6,2.5,951.4,23.9,85.0,26.0
2023-07-19,32.3,25.6,3.2,950.7,24.2,78.0,27.0
2023-07-20,31.7,24.6,4.1,950.9,24.6,80.0,40.0
2023-07-21,31.2,25.5,5.4,954.2,24.1,78.0,43.0
2023-07-22,31.8,25.6,7.0,956.3,23.7,76.0,26.0
2023-07-23,31.0,24.8,7.4,955.1,23.2,75.0,27.0
2023-07-24,30.2,25.1,5.5,953.4,23.6,80.0,27.0
2023-07-25,28.7,24.5,3.2,954.0,23.8,87.0,34.0
2023-07-26,30.4,24.8,4.7,954.2,23.6,80.0,37.0
2023-07-27,30.1,24.6,4.9,952.3,24.0,83.0,39.0
2023-07-28,31.3,24.2,4.8,950.1,24.0,83.0,30.0
2023-07-29,29.1,24.1,4.1,950.1,24.0,86.0,27.0
2023-07-30,30.1,24.0,4.4,949.2,24.3,88.0,29.0
2023-07-31,31.2,24.8,4.0,948.0,24.5,83.0,25.0
2023-08-01,33.4,25.2,3.9,947.3,24.8,78.0,28.0
2023-08-02,31.8,24.8,4.4,947.9,24.8,83.0,20.0
2023-08-03,30.5,24.7,7.3,949.2,24.2,83.0,20.0
2023-08-04,30.3,24.5,9.5,951.4,23.8,81.0,25.0
2023-08-05,30.1,25.0,5.6,951.6,24.2,84.0,40.0
2023-08-06,28.7,24.2,3.3,948.4,24.4,89.0,52.0
2023-08-07,27.4,24.0,3.1,946.8,24.5,96.0,22.0
2023-08-08,26.8,24.2,2.6,949.2,24.4,96.0,35.0
2023-08-09,29.3,24.1,4.1,952.0,24.6,91.0,42.0
2023-08-10,29.4,24.1,7.0,953.5,24.4,87.0,30.0
2023-08-11,28.8,24.4,3.3,952.5,25.0,91.0,40.0
2023-08-12,28.3,24.3,4.4,950.3,24.9,94.0,42.0
2023-08-13,27.6,23.8,3.3,952.6,23.5,90.0,55.0
2023-08-14,30.1,23.2,4.9,953.7,23.0,82.0,57.0
2023-08-15,31.1,23.6,5.5,953.1,23.6,82.0,50.0
2023-08-16,31.7,24.3,5.7,952.5,23.7,80.0,55.0
2023-08-17,30.5,24.5,3.6,952.9,24.3,85.0,45.0
2023-08-18,30.7,24.8,4.6,953.7,24.3,81.0,38.0
2023-08-19,30.9,24.8,7.6,954.5,23.6,78.0,35.0
2023-08-20,30.1,24.6,5.7,954.5,24.2,84.0,39.0
2023-08-21,28.0,25.0,3.7,953.5,24.0,87.0,40.0
2023-08-22,29.4,24.0,3.3,953.0,24.3,89.0,37.0
2023-08-23,29.3,23.3,4.3,951.1,24.0,90.0,28.0
2023-08-24,27.1,23.8,3.6,949.2,24.3,94.0,18.0
2023-08-25,27.4,23.8,7.6,949.4,23.7,94.0,16.0
2023-08-26,28.9,23.0,3.7,949.8,23.6,90.0,15.0
2023-08-27,28.8,22.0,5.2,949.4,23.4,90.0,53.0
2023-08-28,30.4,22.2,5.7,951.0,23.0,85.0,76.0
2023-08-29,29.4,22.9,3.6,953.0,22.8,84.0,59.0
2023-08-30,30.4,23.1,3.5,954.5,23.1,81.0,65.0
2023-08-31,30.5,23.6,3.5,955.0,23.6,83.0,66.0
2023-09-01,31.0,24.3,4.1,954.2,23.8,81.0,64.0
2023-09-02,30.9,24.8,3.4,953.2,24.8,88.0,74.0
2023-09-03,31.8,24.1,3.7,952.3,23.8,81.0,67.0
2023-09-04,32.0,24.5,4.1,952.8,23.7,78.0,45.0
2023-09-05,30.8,24.9,3.5,953.3,23.7,79.0,49.0
2023-09-06,33.0,24.7,3.4,954.1,22.9,73.0,41.0
2023-09-07,31.8,23.9,4.1,954.1,23.1,75.0,35.0
2023-09-08,29.5,23.4,6.4,954.3,23.6,86.0,24.0
2023-09-09,28.9,23.6,7.2,953.8,23.0,85.0,21.0
2023-09-10,30.7,24.1,4.5,952.2,23.5,81.0,30.0
2023-09-11,30.9,23.7,4.2,951.6,23.5,81.0,44.0
2023-09-12,30.4,24.3,3.7,952.4,23.4,81.0,45.0
2023-09-13,31.2,24.2,3.5,953.0,24.0,82.0,49.0
2023-09-14,31.5,23.9,3.7,954.3,23.8,81.0,39.0
2023-09-15,30.0,24.7,5.8,955.5,23.9,83.0,29.0
2023-09-16,31.8,23.9,5.0,955.4,23.4,80.0,35.0
2023-09-17,30.9,23.5,3.4,953.9,23.0,79.0,37.0
2023-09-18,31.3,23.9,3.7,954.4,22.8,76.0,25.0
2023-09-19,31.4,23.0,3.6,956.4,22.7,77.0,26.0
2023-09-20,29.5,23.1,3.4,956.0,23.1,83.0,27.0
2023-09-21,28.4,23.2,4.0,955.9,23.2,87.0,28.0
2023-09-22,28.8,22.5,5.1,955.7,22.3,84.0,29.0
2023-09-23,27.6,22.6,4.3,955.5,22.5,86.0,24.0
2023-09-24,28.7,22.1,5.2,955.1,22.2,85.0,16.0
2023-09-25,29.3,21.8,5.4,956.1,21.2,79.0,21.0
2023-09-26,29.3,22.8,3.5,956.6,22.0,79.0,25.0
2023-09-27,29.8,22.3,3.3,955.6,22.1,79.0,38.0
2023-09-28,30.9,23.1,3.7,955.6,22.3,76.0,43.0
2023-09-29,33.1,22.7,3.7,955.3,21.2,68.0,38.0
2023-09-30,33.9,23.9,3.5,955.3,21.3,70.0,36.0
2023-10-01,30.2,24.0,3.5,954.4,22.3,77.0,31.0
2023-10-02,29.5,23.7,3.2,955.4,23.1,85.0,26.0
2023-10-03,28.5,23.3,3.4,956.1,23.0,86.0,21.0
2023-10-04,25.9,22.5,3.6,956.0,22.8,92.0,13.0
2023-10-05,29.0,22.6,6.7,955.0,22.9,88.0,15.0
2023-10-06,28.2,21.6,4.8,955.6,21.9,85.0,19.0
2023-10-07,27.8,21.4,3.5,956.9,22.0,86.0,32.0
2023-10-08,29.2,21.4,4.5,956.8,21.3,82.0,63.0
2023-10-09,28.5,21.3,4.4,957.7,21.4,82.0,105.0
2023-10-10,28.5,20.4,4.1,958.6,21.7,85.0,100.0
2023-10-11,27.8,19.9,3.7,958.9,20.6,84.0,78.0
2023-10-12,27.9,18.6,3.4,960.6,20.0,80.0,76.0
2023-10-13,29.0,18.6,3.8,960.9,19.0,77.0,75.0
2023-10-14,27.8,18.8,3.9,959.9,19.0,79.0,77.0
2023-10-15,26.8,18.1,4.0,958.9,19.3,82.0,84.0
2023-10-16,26.6,18.3,5.3,960.8,18.6,80.0,93.0
2023-10-17,27.7,18.2,4.8,961.3,16.3,67.0,49.0
2023-10-18,27.0,17.7,4.4,961.3,16.2,69.0,52.0
2023-10-19,26.4,17.2,3.9,962.0,16.4,73.0,60.0
2023-10-20,27.1,16.4,4.2,962.6,14.9,69.0,59.0
2023-10-21,27.0,16.1,3.5,963.4,14.2,65.0,63.0
2023-10-22,28.4,16.0,4.6,962.9,14.8,66.0,63.0
2023-10-23,27.9,17.0,4.2,961.6,15.0,66.0,62.0
2023-10-24,28.3,17.8,3.7,961.0,15.1,65.0,52.0
2023-10-25,28.3,17.3,4.7,961.1,15.3,66.0,49.0
2023-10-26,27.2,17.5,4.0,961.2,15.1,66.0,57.0
2023-10-27,26.4,16.5,4.1,961.0,15.6,71.0,65.0
2023-10-28,26.8,16.0,5.0,961.7,14.6,66.0,67.0
2023-10-29,27.2,16.0,3.7,961.7,15.1,68.0,75.0
2023-10-30,27.9,17.4,3.7,962.7,16.4,71.0,75.0
2023-10-31,29.2,17.2,4.0,964.0,15.6,65.0,56.0
2023-11-01,27.2,16.3,4.1,963.3,16.8,74.0,53.0
2023-11-02,27.5,16.2,4.4,961.2,15.7,70.0,48.0
2023-11-03,26.1,17.2,4.5,959.9,15.8,72.0,64.0
2023-11-04,26.1,15.7,5.6,960.0,14.0,68.0,86.0
2023-11-05,26.3,15.7,4.5,962.3,14.0,67.0,130.0
2023-11-06,25.7,15.6,3.9,962.8,14.0,68.0,149.0
2023-11-07,26.6,14.5,4.5,961.6,13.5,66.0,122.0
2023-11-08,26.2,14.6,5.3,960.5,12.4,64.0,113.0
2023-11-09,25.1,14.1,4.6,961.8,13.7,71.0,99.0
2023-11-10,25.6,13.9,4.5,963.1,14.8,74.0,113.0
2023-11-11,25.4,15.0,5.3,963.6,14.4,73.0,123.0
2023-11-12,25.4,15.7,3.9,964.0,13.4,67.0,92.0
2023-11-13,26.2,15.6,3.9,964.2,13.8,67.0,83.0
2023-11-14,26.3,15.9,4.4,963.8,14.2,67.0,78.0
2023-11-15,26.0,16.2,3.6,964.0,14.3,68.0,69.0
2023-11-16,25.5,15.1,4.3,965.2,13.4,67.0,62.0
2023-11-17,27.8,15.7,5.0,963.4,13.1,62.0,58.0
2023-11-18,25.4,14.5,5.3,963.6,14.9,74.0,50.0
2023-11-19,25.1,14.1,5.1,964.1,14.6,74.0,61.0
2023-11-20,25.6,15.1,3.6,963.3,14.1,71.0,78.0
2023-11-21,24.7,12.1,4.3,960.8,14.1,78.0,88.0
2023-11-22,24.0,12.1,4.5,960.8,14.0,79.0,83.0
2023-11-23,24.2,12.8,3.3,961.1,13.9,74.0,93.0
2023-11-24,24.8,14.3,3.2,962.4,14.6,75.0,97.0
2023-11-25,24.6,13.6,3.8,964.4,14.7,76.0,94.0
2023-11-26,26.1,13.7,3.8,964.6,13.5,67.0,76.0
2023-11-27,24.4,15.7,3.4,963.4,14.0,70.0,75.0
2023-11-28,24.9,14.7,3.5,962.0,12.6,64.0,60.0
2023-11-29,25.6,14.5,4.0,962.7,13.3,69.0,63.0
2023-11-30,23.4,14.3,4.0,963.5,13.7,75.0,84.0
2023-12-01,25.0,14.5,3.6,962.7,12.7,68.0,72.0
2023-12-02,25.8,12.7,5.3,962.8,9.5,57.0,70.0
2023-12-03,26.1,13.1,4.9,962.2,6.3,45.0,58.0
2023-12-04,25.2,14.7,4.6,961.4,8.2,50.0,74.0
2023-12-05,25.4,14.2,5.7,960.9,10.0,58.0,61.0
2023-12-06,23.7,12.8,4.3,962.9,12.3,73.0,95.0
2023-12-07,22.2,13.5,3.3,961.3,13.2,78.0,120.0
2023-12-08,23.4,12.5,5.1,960.2,11.0,69.0,98.0
2023-12-09,21.8,10.5,5.3,960.1,11.5,76.0,110.0
2023-12-10,21.6,10.5,4.7,959.7,11.9,79.0,123.0
2023-12-11,20.8,9.8,4.4,961.5,11.4,77.0,152.0
2023-12-12,22.3,9.7,4.2,959.8,9.8,69.0,135.0
2023-12-13,20.8,10.2,4.9,960.6,8.9,69.0,127.0
2023-12-14,20.9,10.1,5.1,962.8,8.5,67.0,125.0
2023-12-15,19.8,9.8,4.1,963.5,8.7,69.0,150.0
2023-12-16,20.7,10.4,3.4,962.2,8.8,69.0,135.0
2023-12-17,21.2,10.5,4.1,962.7,8.8,66.0,129.0
2023-12-18,21.0,8.6,4.5,963.1,9.1,72.0,115.0
2023-12-19,20.8,8.5,4.5,964.3,8.7,71.0,101.0
2023-12-20,22.4,9.7,4.0,963.4,8.2,62.0,84.0
2023-12-21,23.0,11.8,4.0,962.7,8.7,62.0,75.0
2023-12-22,22.5,11.9,3.7,963.8,8.7,61.0,94.0
2023-12-23,22.9,12.4,3.7,965.9,8.3,59.0,74.0
2023-12-24,23.4,12.5,4.7,965.6,7.8,57.0,63.0
2023-12-25,23.1,11.5,5.0,964.3,9.2,64.0,63.0
2023-12-26,22.9,11.3,4.8,965.2,9.4,64.0,74.0
2023-12-27,22.8,11.9,4.7,965.1,10.7,70.0,84.0
2023-12-28,22.7,11.3,4.8,964.7,10.4,70.0,87.0
2023-12-29,22.8,11.4,3.9,964.3,10.2,68.0,91.0
2023-12-30,22.6,10.7,4.1,963.0,10.4,71.0,98.0
2023-12-31,22.1,10.3,3.4,962.9,10.5,75.0,83.0
